res_of_id,res_of_lname,res_of_name,res_of_trip_id,res_payment
NULL,Brady,Howe,3,75.74
NULL,Wendy,Kim,3,227.07
NULL,Evangeline,Stafford,3,196.22
NULL,Virginia,Mendez,3,156.29
NULL,Reginald,Dawson,3,228.81
NULL,Trace,Perry,3,76.15
NULL,Briley,Macias,3,148.76
NULL,Darnell,Shannon,3,219.31
NULL,Marquise,Stout,3,240.01
NULL,Wyatt,Pineda,3,173.51
NULL,Rylan,Curry,3,229.88
NULL,Autumn,Harding,3,79.85
NULL,Violet,Jacobs,3,249.92
NULL,Ryan,Paul,3,129.05
NULL,Jazlynn,Velez,3,111.75
NULL,Laylah,Ewing,3,152.7
NULL,Jazmin,Garrison,3,162.93
NULL,Hailey,Noble,3,213.12
NULL,Mikayla,Wolfe,3,227.73
NULL,Shiloh,Wilkerson,3,65.75
NULL,Lilah,Fleming,3,197.35
NULL,Alejandro,Blackwell,3,53.37
NULL,Cason,Beard,3,222.56
NULL,Maci,Tucker,3,132.04
NULL,Zaria,Maynard,3,90.11
NULL,Allison,Payne,3,171.2
NULL,Jaylin,Elliott,3,168.97
NULL,Nataly,Cantu,3,64.94
NULL,Yoselin,Hunter,3,60.13
NULL,Levi,Mccormick,3,180.86
NULL,Quinton,Bush,3,137.38
NULL,Gary,Arias,3,55.64
NULL,Evangeline,Chase,3,193.73
NULL,Haley,Lin,3,57.53
NULL,Tripp,Krueger,3,182.56
NULL,Griffin,Owens,3,202.03
NULL,Iris,Holt,3,98.77
NULL,Jovanny,Mcpherson,3,149.01
NULL,Melvin,Vance,3,159.1
NULL,Blake,Perez,3,79.75
NULL,Tyrone,Cortez,3,189.93
NULL,Shaylee,Hampton,3,111.34
NULL,Anna,Cain,3,64.59
NULL,Valeria,Deleoni,3,50.18
NULL,Rey,Dyer,3,173.07
NULL,Armani,Higgins,3,211.74
NULL,Dayton,Petersen,3,151.73
NULL,Ariana,Torres,3,95.42
NULL,Ann,Hicks,3,80.59
NULL,Journey,Nelson,3,98.79
NULL,Charlotte,Santos,3,109.18
NULL,Jenny,Ayala,3,57.01
NULL,Estrella,Sandoval,3,166.81
NULL,Allisson,Mathews,3,85.22
NULL,Lance,King,3,248.98
NULL,Anya,Clay,3,191.85
NULL,Tyshawn,Hardy,3,213.67
NULL,Charity,Murillo,3,220.53
NULL,Teagan,Figueroa,3,86.39
NULL,Libby,Ballard,3,86.1
NULL,Brennen,Cochran,3,102.83
NULL,Keenan,Wood,3,93.63
NULL,Cornelius,Pierce,3,84.42
NULL,Caiden,Chang,3,122.5
NULL,Hadassah,Jenkins,3,88.13
NULL,Oscar,Scott,3,133.27
NULL,Louis,Nguyen,3,173.84
NULL,Messiah,Humphrey,3,102.38
NULL,Cristofer,Reese,3,210.24
NULL,Linda,Barr,3,123.19
NULL,Abby,Martinez,3,73.26
NULL,Donald,Tyler,3,199.45
NULL,Walker,May,3,58.01
NULL,Jaiden,Gonzales,3,106.37
NULL,Jabari,Bishop,3,100.56
NULL,Darrell,Mcdowell,3,192.18
NULL,Callie,Stark,3,219.75
NULL,Solomon,Rivera,3,64.8
NULL,Marcos,Boone,3,100.87
NULL,Kinsley,Madden,3,72.56
NULL,Guadalupe,Larsen,3,216.82
NULL,Noel,Stout,3,218.79
NULL,Regina,Wyatt,3,124.05
NULL,Amina,Rowland,3,113.34
NULL,Kirsten,Melendez,3,216.57
NULL,Carleigh,Levy,3,94.53
NULL,Katrina,Velazquez,3,131.57
NULL,Dale,Mora,3,157.19
NULL,Addison,Townsend,3,183.35
NULL,Miah,Burch,3,59.95
NULL,Amari,Hendricks,3,64.41
NULL,Sara,Atkins,3,90.77
NULL,Krish,Hopkins,3,81.87
NULL,Rylie,Pace,3,122.52
NULL,Greyson,Mcintosh,3,223.94
NULL,Kameron,Odonnell,3,158.93
NULL,Macy,Daniels,3,139.9
NULL,Daniel,Rosario,3,227.94
NULL,Marlene,Kerr,3,222.49
NULL,Esteban,Terrell,3,94.35
NULL,Micah,Combs,3,77.54
NULL,Samson,Chandler,3,83.11
NULL,Cierra,Steele,3,123.86
NULL,Scarlet,Chase,3,202.43
NULL,Hallie,Gaines,3,192.65
NULL,Nayeli,Foley,3,170.44
NULL,Alisa,Graham,3,165.81
NULL,Aiden,Collins,3,157.69
NULL,Maia,Wang,3,103.76
NULL,Dania,Maynard,3,108.11
NULL,Deja,Christian,3,56.47
NULL,Makayla,Miranda,3,243.54
NULL,Enrique,Richard,3,248.56
NULL,Imani,Kramer,3,93.65
NULL,Ryland,Jefferson,3,197.59
NULL,Keegan,Rubio,3,67.04
NULL,Rodolfo,Ayers,3,145.49
NULL,Francisco,Olson,3,210.04
NULL,Ali,Morris,3,89.81
NULL,Deangelo,Lindsey,3,132.9
NULL,Caroline,Clarke,3,199.28
NULL,Dashawn,Underwood,3,185.19
NULL,Guadalupe,Griffin,3,56
NULL,Dalia,Paul,3,89.33
NULL,Reed,Ellis,3,222.68
NULL,Camren,Roach,3,181.72
NULL,Rylie,Tanner,3,235.32
NULL,Marvin,Forbes,3,88.74
NULL,Carl,Jacobson,3,218.55
NULL,Oswaldo,Clark,3,125.36
NULL,Judith,Davis,3,215.29
NULL,Salvador,Beasley,3,52.91
NULL,Brock,Lucas,3,112.22
NULL,Deegan,Schmidt,3,197.85
NULL,Noah,Chaney,3,159.49
NULL,Yareli,Shaw,3,151.33
NULL,Harper,Robbins,3,154.5
NULL,Colten,Benson,3,77.73
NULL,Asia,Graham,3,134.23
NULL,Parker,Perez,3,152.74
NULL,Mckenna,Ballard,3,118.72
NULL,Rafael,Graham,3,70.14
NULL,Mila,Mckee,3,86.75
NULL,Luciano,Lane,3,55.48
NULL,Dalia,Melton,3,201.91
NULL,Rylan,Krause,3,130.31
NULL,Trevor,Zimmerman,3,61.43
NULL,Roland,Mcdowell,3,74.68
NULL,Mckenna,Mueller,3,190.9
NULL,Payton,Harding,3,226.1
NULL,Yurem,Hall,3,128.52
NULL,Soren,Francis,3,198.75
NULL,Kenna,Webb,3,242.75
NULL,Alondra,Curtis,3,89.49
NULL,Jazmyn,Acosta,3,218.6
NULL,Kaleigh,Frederick,3,210.22
NULL,Camille,Ryan,3,103.29
NULL,Irene,Allison,3,172.41
NULL,Daniela,Hess,3,164.65
NULL,Francisco,Shields,3,221.03
NULL,Jazlene,Crosby,3,232.36
NULL,Terrence,Rhodes,3,60.82
NULL,Mark,Osborn,3,114.02
NULL,Esteban,Vance,3,211.7
NULL,Siena,Benson,3,110.2
NULL,Jacoby,Galvan,3,249.35
NULL,Isis,Brennan,3,51.76
NULL,Ross,Huffman,3,83.8
NULL,Dixie,Dean,3,159.2
NULL,Averi,Thomas,3,172.26
NULL,Javon,Olsen,3,162.22
NULL,India,Salazar,3,231.59
NULL,Leandro,York,3,190.57
NULL,Eve,Burke,3,216.65
NULL,Abraham,Mcknight,3,213.04
NULL,Kadin,Ayers,3,116.95
NULL,Jordan,Long,3,61.48
NULL,Silas,Wilson,3,129.89
NULL,Jaylyn,Lewis,3,210.51
NULL,Emelia,Thornton,3,110.52
NULL,Haley,Gonzalez,3,82.71
NULL,Gaige,Nguyen,3,128.78
NULL,Alexis,House,3,130.23
NULL,Aidyn,Floyd,3,89.21
NULL,Jesus,Tanner,3,149.31
NULL,Keon,Hayes,3,97.25
NULL,Raiden,Acosta,3,213.17
NULL,Ignacio,Burch,3,76.59
NULL,Angelina,Melendez,3,145.73
NULL,Gloria,Rogers,3,185.25
NULL,Lana,Walsh,3,245.68
NULL,Karson,Ramirez,3,201.9
NULL,Alma,Burch,3,136.55
NULL,Alyvia,Hooper,3,187.93
NULL,Kaylee,Flores,3,201.21
NULL,Susan,Hanson,3,58.77
NULL,Damian,Mercado,3,224.86
NULL,Ellis,Mcfarland,3,86.64
NULL,Shyann,Holmes,3,127.3
NULL,Macey,Wheeler,3,101.46
NULL,Neil,Peterson,3,108.07
NULL,Isis,Cantrell,3,113.49
NULL,Amira,Myers,3,175.06
NULL,Isis,Fritz,3,223.87
NULL,Kian,Pearson,3,186.52
NULL,Laney,Sloan,3,214.43
NULL,Camille,Morton,3,195.61
NULL,Lyric,Estes,3,121.43
NULL,Alejandro,Holder,3,71
NULL,Kamila,Andersen,3,113.75
NULL,Emilio,Nielsen,3,128.95
NULL,Fletcher,Mercado,3,243.54
NULL,Steve,Brewer,3,176.52
NULL,Cierra,Costa,3,219.52
NULL,Marques,Cook,3,162.73
NULL,Raelynn,Velazquez,3,128.55
NULL,Jagger,Gaines,3,134.49
NULL,Annabella,Parsons,3,135.69
NULL,Emmanuel,Bush,3,122.12
NULL,Aspen,Frey,3,128.18
NULL,Ximena,Pham,3,100.44
NULL,Kaylyn,Prince,3,126.12
NULL,Augustus,Bullock,3,240.45
NULL,Ronnie,Henson,3,170.6
NULL,Nigel,Colon,3,74.04
NULL,Vaughn,Huynh,3,178.83
NULL,Whitney,Roberson,3,139.41
NULL,Ronald,Golden,3,240.74
NULL,Seamus,Sparks,3,152.5
NULL,Chloe,Valdez,3,67.95
NULL,Cooper,Wyatt,3,148.56
NULL,Viviana,Woodward,3,239.49
NULL,Rory,Murillo,3,68.75
NULL,Dominique,Noble,3,225.26
NULL,Kelton,Cain,3,69.29
NULL,Johan,Morgan,3,234.84
NULL,Yaritza,Mclean,3,175.64
NULL,Izaiah,Woodard,3,190.6
NULL,Charlee,Ball,3,122.52
NULL,Moises,Foley,3,54.48
NULL,Amara,Snow,3,95.11
NULL,Monique,Proctor,3,71.93
NULL,Emmett,Morris,3,228.06
NULL,Zaria,Stout,3,130.38
NULL,Kadyn,Todd,3,205.37
NULL,Anthony,Holder,3,234.33
NULL,Tiana,Strong,3,205.16
NULL,Lewis,Munoz,3,136.46
NULL,Jonas,Wagner,3,225.36
NULL,Nathalia,Cline,3,159.02
NULL,Celeste,Hays,3,180.5
NULL,Adelyn,Cherry,3,196.16
NULL,Sasha,Ramirez,3,96.14
NULL,Teagan,Mcbride,3,94.58
NULL,Charlie,Bray,3,170.1
NULL,Nikolai,Knapp,3,111.42
NULL,Sofia,Lester,3,100.4
NULL,Reagan,Snow,3,176.68
NULL,Aliyah,Turner,3,183.37
NULL,Aspen,Meza,3,127.78
NULL,Santos,Russell,3,168.14
NULL,Kiersten,Webb,3,230.13
NULL,Princess,Willis,3,249.01
NULL,Jermaine,Wilcox,3,242.16
NULL,Yahir,Glenn,3,224.7
NULL,Isabella,Huerta,3,201.16
NULL,Lilyana,Pacheco,3,94.07
NULL,Paityn,Phillips,3,176.16
NULL,Ana,Stokes,3,216.16
NULL,Davin,Terrell,3,99.21
NULL,Cade,Villanueva,3,162.45
NULL,Jaidyn,Perez,3,143.91
NULL,Cora,Briggs,3,242.37
NULL,Titus,Hinton,3,230.42
NULL,Khalil,Boyle,3,207.74
NULL,Natalee,Mcmahon,3,167.17
NULL,Sloane,Browning,3,216.81
NULL,Scarlett,Cervantes,3,68.64
NULL,Max,Sheppard,3,157.98
NULL,Cristal,Beard,3,245.79
NULL,Nathanael,Ramsey,3,185.57
NULL,Eva,Bowen,3,172.39
NULL,Rose,Orozco,3,58.58
NULL,Griffin,Frey,3,207.57
NULL,Gianna,Pace,3,215.8
NULL,America,Tapia,3,238.35
NULL,Kylan,Stanton,3,130.32
NULL,Valeria,Nicholson,3,65.7
NULL,Rayna,Bell,3,68.21
NULL,Kaia,Nelson,3,179.4
NULL,Isis,Austin,3,245.19
NULL,Cohen,Conner,3,237.56
NULL,Brogan,Krueger,3,179.8
NULL,Reynaldo,Shaw,3,240.87
NULL,Annie,Frye,3,205.38
NULL,Angie,Greene,3,59.92
NULL,Zachary,Cantrell,3,139.55
NULL,Lucas,Cantrell,3,133.94
NULL,Serenity,Vega,3,101.52
NULL,Roselyn,Massey,3,199.05
NULL,Kamari,Gutierrez,3,212.41
NULL,Hailee,Gillespie,3,200.4
NULL,Troy,Melton,3,215.6
NULL,Sofia,Sherman,3,109.82
NULL,Jessica,Parker,3,124.9
NULL,Randy,Fischer,3,51.47
NULL,Ivy,Clements,3,142.81
NULL,Andre,Mercer,3,204.89
NULL,Tripp,Armstrong,3,90.59
NULL,Clayton,Osborne,3,204.9
NULL,Jackson,Bartlett,3,160.04
NULL,Jaylee,Holmes,3,153.45
NULL,Luka,Ferguson,3,153.31
NULL,Frankie,Fitzpatrick,3,226.94
NULL,Armando,Kirk,3,132.15
NULL,Alan,Callahan,3,187.63
NULL,Jase,Mills,3,111.56
NULL,Amelia,Maynard,3,105.55
NULL,Raven,Barnett,3,105.26
NULL,Lorelei,Gilmore,3,241.33
NULL,Ethan,Mckee,3,178.42
NULL,Nicole,Warren,3,160.75
NULL,Aidyn,Farley,3,96.25
NULL,Vaughn,Mayo,3,210.08
NULL,Grayson,Reyes,3,113.05
NULL,Draven,Martinez,3,93.56
NULL,Santos,Ellison,3,51.05
NULL,Fiona,Lutz,3,238.3
NULL,Kinsley,Higgins,3,187.53
NULL,Chance,Spence,3,209.02
NULL,Kyle,Drake,3,187.33
NULL,Bruce,Sanchez,3,109.6
NULL,Roberto,Ruiz,3,72.9
NULL,Barrett,Powell,3,158.99
NULL,Malia,Buck,3,208.22
NULL,Evelyn,Khan,3,180.58
NULL,Lana,Tran,3,87.05
NULL,Moises,Madden,3,71
NULL,Rayna,Gomez,3,228.56
NULL,Jack,Blair,3,50.46
NULL,Turner,Galloway,3,245.38
NULL,Tristen,Elliott,3,115.18
NULL,Hillary,Mccarthy,3,228
NULL,Jacqueline,Khan,3,205.12
NULL,America,Spears,3,161.2
NULL,Edwin,Decker,3,116.92
NULL,Tara,Oneill,3,192.43
NULL,Ethen,Frye,3,101.42
NULL,Kendall,Juarez,3,209.44
NULL,Pablo,Lopez,3,102.26
NULL,Cherish,Castillo,3,126
NULL,Natalya,Beasley,3,61.37
NULL,Eric,Brock,3,58.27
NULL,Hailey,Higgins,3,136.12
NULL,Amari,Thompson,3,146.06
NULL,Jerome,Ware,3,84.75
NULL,Scarlett,Garrison,3,234.72
NULL,Broderick,Mcmillan,3,110.93
NULL,Noel,Douglas,3,61.75
NULL,Osvaldo,Jackson,3,209.17
NULL,Tiffany,Lucero,3,224.58
NULL,Leonidas,Hunt,3,196.41
NULL,Julio,Dean,3,154.93
NULL,Emanuel,Park,3,171.2
NULL,Donovan,Cantrell,3,157.2
NULL,Ronnie,Hickman,3,52.7
NULL,Madalyn,Holt,3,207.31
NULL,Emerson,Erickson,3,241.8
NULL,Vivian,Moss,3,125.61
NULL,Laci,Robertson,3,112.93
NULL,Reagan,Heath,3,207.5
NULL,Darrell,Avery,3,134.04
NULL,Lillie,Patel,3,162.38
NULL,Braden,Hays,3,160.63
NULL,Rayne,Cunningham,3,90.66
NULL,Sierra,George,3,191.45
NULL,Abel,Combs,3,101.17
NULL,Aedan,Pineda,3,159.38
NULL,Erik,Franco,3,60.57
NULL,Chance,Werner,3,198.76
NULL,Lailah,Woodard,3,64.4
NULL,Ayla,Green,3,85.42
NULL,Francesca,Carroll,3,222.69
NULL,Lara,Dyer,3,154.75
NULL,Joanna,Ho,3,76.59
NULL,Madalyn,Ingram,3,69.74
NULL,Ariel,Mitchell,3,56.86
NULL,Kendra,Spears,3,109.78
NULL,Hayden,Elliott,3,160.38
NULL,Clarence,Payne,3,230.98
NULL,Aubrey,Thomas,3,103.34
NULL,Isaiah,Bryant,3,53.76
NULL,Keith,Joyce,3,249.07
NULL,Armani,Cooley,3,141.43
NULL,Devon,Duarte,3,146.82
NULL,Adriel,Brennan,3,210.46
NULL,Meredith,Mejia,3,232.13
NULL,Tessa,Yu,3,184.85
NULL,Zoie,Frazier,3,194.61
NULL,Giana,Vazquez,3,129.97
NULL,Giancarlo,Bullock,3,231.68
NULL,Alice,Wolf,3,53.5
NULL,Kiley,Carrillo,3,195.61
NULL,Aedan,Guzman,3,105.57
NULL,Trace,Atkinson,3,105
NULL,Rhys,Dominguez,3,172.58
NULL,Willie,Levy,3,220.25
NULL,Mila,Stuart,3,66.09
NULL,Miranda,Sellers,3,138
NULL,Abagail,Roberts,3,111.91
NULL,Jocelyn,Woods,3,187.6
NULL,Anabella,Hawkins,3,125.94
NULL,Miguel,Pacheco,3,177.08
NULL,Destiney,Cameron,3,242.97
NULL,Aditya,Farmer,3,231.38
NULL,Brittany,Maddox,3,65.88
NULL,Myla,Holder,3,211.2
NULL,Jennifer,Alexander,3,64.91
NULL,Karter,Freeman,3,79.75
NULL,Autumn,Stewart,3,72.65
NULL,Octavio,Suarez,3,210.86
NULL,Kayleigh,Huff,3,103.29
NULL,Imani,Fernandez,3,75.48
NULL,Amirah,Rivas,3,194.12
NULL,Carla,Shelton,3,231.06
NULL,Johnny,Graves,3,248.95
NULL,Joselyn,Cowan,3,211.89
NULL,Emilie,Bishop,3,236.52
NULL,Krystal,Acosta,3,246.89
NULL,Marie,Cervantes,3,184
NULL,Camryn,Reynolds,3,93.08
NULL,Noelle,Bright,3,189.62
NULL,Emery,Randall,3,136.93
NULL,Zariah,Fischer,3,61.6
NULL,Hana,Martin,3,183.39
NULL,Aisha,Stone,3,89.82
NULL,Cynthia,Rowland,3,222.34
NULL,Rachel,Stafford,3,184.86
NULL,Devyn,Guerrero,3,142.91
NULL,Hailie,Cline,3,59.97
NULL,Ariana,Barker,3,149
NULL,Zavier,Hebert,3,77.51
NULL,Nikhil,George,3,80.28
NULL,Dax,Shea,3,248.27
NULL,Annabel,Odom,3,121.56
NULL,Phoenix,Cox,3,227.51
NULL,Jillian,Stanton,3,120.95
NULL,Karla,Kelly,3,83.23
NULL,Wyatt,Warren,3,135.32
NULL,Gilberto,Craig,3,121.57
NULL,Grayson,Benson,3,209.34
NULL,Johnathon,Macias,3,53.7
NULL,Samson,Miles,3,193.76
NULL,Gavin,Benton,3,195.04
NULL,Isai,Hamilton,3,245.81
NULL,Sylvia,Oconnor,3,89.42
NULL,Sienna,Proctor,3,205.43
NULL,Mckinley,Kirby,3,94.58
NULL,Ainsley,Lamb,3,248.56
NULL,Kiana,Morgan,3,152.79
NULL,Griffin,Holloway,3,119.25
NULL,Damaris,Branch,3,208.95
NULL,Raul,Silva,3,67.46
NULL,Reyna,Mckay,3,117.9
NULL,Selena,Simon,3,229.66
NULL,Carlie,Wilson,3,143.62
NULL,Amya,Spears,3,129.32
NULL,Olivia,Booker,3,219.64
NULL,Clare,Cunningham,3,206.06
NULL,Todd,Oneal,3,55.95
NULL,Antony,Hart,3,189.97
NULL,Jaime,Hammond,3,60.36
NULL,Raphael,Hunt,3,181.57
NULL,Lucian,Conner,3,238.28
NULL,Hailee,Harding,3,87.04
NULL,Charlie,Hunter,3,249.4
NULL,Katie,Guerra,3,65.29
NULL,Madyson,Lowe,3,189.21
NULL,Callum,Martin,3,72.82
NULL,Axel,Krueger,3,220.71
NULL,Robert,Grimes,3,189.04
NULL,Lilah,Jacobson,3,64.11
NULL,Armani,Villa,3,104.36
NULL,Moses,Douglas,3,160.15
NULL,Raquel,Moody,3,129.52
NULL,Ariel,Durham,3,100.22
NULL,Alisha,Nunez,3,105.18
NULL,Melissa,Berger,3,156.72
NULL,Elias,Frey,3,225.92
NULL,Scott,Mills,3,194.85
NULL,Scarlet,Nielsen,3,77.7
NULL,Ally,Pacheco,3,113.14
NULL,Cassandra,Atkins,3,149.42
NULL,Carl,Patton,3,86.04
NULL,Kayden,Mayo,3,206.18
NULL,Dominic,Huber,3,221
NULL,Steve,Kramer,3,249.85
NULL,Adison,Sexton,3,123.91
NULL,Liberty,Farley,3,112.49
NULL,Mckinley,Hull,3,52.13
NULL,Jaidyn,French,3,61.81
NULL,Eddie,Park,3,67.58
NULL,Armani,Floyd,3,72.19
NULL,Linda,Branch,3,79.28
NULL,Kaeden,Chambers,3,177.77
NULL,Alijah,Johnston,3,130.21
NULL,Genesis,Gibbs,3,66.24
NULL,Edgar,Roth,3,53.56
NULL,Lina,Ali,3,89.52
NULL,Denzel,Holder,3,137.43
NULL,Fernanda,Brewer,3,119.61
NULL,Colton,Alvarez,3,79.82
NULL,Dax,Atkinson,3,247.71
NULL,Cash,Mcgee,3,107.4
NULL,German,Barber,3,203.11
NULL,Keith,Barr,3,69.63
NULL,Glenn,Boyle,3,84.42
NULL,Paula,Miller,3,151.75
NULL,Skyler,Bates,3,177.16
NULL,Quinn,Cummings,3,222.22
NULL,Evelyn,Pruitt,3,200.98
NULL,Immanuel,Christian,3,235.3
NULL,Angelo,Grant,3,214.08
NULL,Alisha,Flores,3,117.5
NULL,Jaden,Kelley,3,144.69
NULL,Katie,Hancock,3,206.5
NULL,Gary,Tyler,3,229.05
NULL,Braiden,Keith,3,205.86
NULL,Jaxson,Carter,3,183.28
NULL,Shelby,Wood,3,168.68
NULL,Alyvia,Frey,3,205.77
NULL,Dale,Zamora,3,112.5
NULL,Janessa,Nicholson,3,180.71
NULL,Marquise,Andersen,3,165.15
NULL,Jakob,Ochoa,3,174.05
NULL,Sawyer,Hobbs,3,247.13
NULL,Amari,Levy,3,60.54
NULL,Dario,Houston,3,98.31
NULL,Mitchell,Olsen,3,196.53
NULL,Aniyah,Kramer,3,94.68
NULL,Alyvia,Clark,3,97.33
NULL,Kasey,Oneill,3,195.43
NULL,Donte,Snow,3,73.33
NULL,Jaime,Hancock,3,62.35
NULL,Kailyn,Schaefer,3,167.56
NULL,Madilynn,Huang,3,158.76
NULL,Valentina,Gill,3,105.24
NULL,Felicity,Swanson,3,226.76
NULL,Brayden,Jimenez,3,199.11
NULL,Mattie,Dalton,3,101.78
NULL,Aron,Kane,3,249.63
NULL,Londyn,Day,3,190.36
NULL,Conor,Chase,3,68.79
NULL,Parker,Randall,3,149.17
NULL,Shamar,Roach,3,108.61
NULL,Matias,Douglas,3,60.62
NULL,Oliver,James,3,55.91
NULL,Josh,Faulkner,3,130.92
NULL,Caitlin,Collier,3,159.92
NULL,Kimberly,Ho,3,81.14
NULL,Darius,Hernandez,3,180.81
NULL,Leanna,Salinas,3,159.28
NULL,Lance,Day,3,64.33
NULL,Maria,Ibarra,3,103.68
NULL,Jax,Cowan,3,159.83
NULL,Tamara,Davies,3,219.69
NULL,Heidy,Reed,3,99.93
NULL,Leo,Vang,3,123.3
NULL,Lisa,Shannon,3,200.78
NULL,Jett,Pugh,3,73.54
NULL,Annabel,Rocha,3,237.03
NULL,Marc,Villa,3,216.71
NULL,Anna,Wong,3,237.11
NULL,Tamara,Berg,3,236.27
NULL,Penelope,Hardin,3,57.09
NULL,Donavan,Cervantes,3,157.15
NULL,Tate,Harrington,3,225.53
NULL,Kara,Zimmerman,3,149.89
NULL,Kathleen,Coffey,3,208.26
NULL,Russell,Orr,3,160.33
NULL,Riley,Watkins,3,114.16
NULL,Luna,Holland,3,230.11
NULL,Marisol,Potter,3,61.92
NULL,Colten,Vincent,3,95.09
NULL,Nyla,Valentine,3,217.9
NULL,Nataly,Cameron,3,155.11
NULL,Moises,Watkins,3,175.05
NULL,Tiffany,Curry,3,215.71
NULL,Hannah,Schaefer,3,178.64
NULL,Alisson,Acevedo,3,166.82
NULL,Veronica,Hancock,3,70.74
NULL,Rory,Bradford,3,117.31
NULL,Bryan,Matthews,3,110.82
NULL,Maxim,Franco,3,115.83
NULL,Vance,Joseph,3,88.67
NULL,Sean,Berger,3,214.45
NULL,Devin,Hayden,3,162.57
NULL,Owen,Moreno,3,91.07
NULL,Jasmin,Morgan,3,242.04
NULL,Jack,Drake,3,168.51
NULL,Areli,Raymond,3,229.29
NULL,Elvis,Thornton,3,110.85
NULL,Addyson,Dominguez,3,118.47
NULL,Ariana,Frederick,3,78.47
NULL,Mike,Santos,3,144.63
NULL,Jaylon,Duke,3,177.52
NULL,Brendon,Proctor,3,73.65
NULL,Jaylynn,Williams,3,196.74
NULL,Jadiel,Carney,3,157.51
NULL,Lauryn,Humphrey,3,60.1
NULL,Aarav,Bowen,3,144.55
NULL,Paisley,Alvarado,3,211.08
NULL,Marvin,Craig,3,156.89
NULL,Adalynn,Harrell,3,136.37
NULL,Ian,Ortega,3,224.51
NULL,Princess,Collier,3,80.02
NULL,Izabella,Mclaughlin,3,69.66
NULL,Tristian,Webb,3,154.99
NULL,Weston,Schwartz,3,177.72
NULL,Paola,Patterson,3,121.97
NULL,Essence,Wade,3,225.96
NULL,Savanah,Huff,3,199.69
NULL,Leonel,Rodriguez,3,129.25
NULL,Branden,Smith,3,77.85
NULL,Joel,Aguirre,3,215.1
NULL,Averi,Travis,3,174.32
NULL,Alyvia,Garner,3,188.82
NULL,Xiomara,Carson,3,194.81
NULL,Chris,Wu,3,142.47
NULL,Aliya,Robinson,3,73.27
NULL,Kylie,Rivera,3,211.02
NULL,Ariana,Winters,3,214.54
NULL,Axel,Aguirre,3,167.84
NULL,Izayah,Keith,3,216.14
NULL,Hassan,Cabrera,3,192.06
NULL,Frida,Jennings,3,188.89
NULL,Alondra,Blair,3,192.61
NULL,Lainey,Woods,3,60.74
NULL,Lyric,Schaefer,3,108.31
NULL,Allie,Ballard,3,69.28
NULL,Jamie,Knox,3,198.24
NULL,Kamron,Cook,3,197.5
NULL,Saige,Duran,3,50.27
NULL,Giovanna,Andrews,3,235.02
NULL,Jagger,Holmes,3,179.38
NULL,Cason,Cowan,3,249.03
NULL,Lamont,Francis,3,126.72
NULL,Keyon,Esparza,3,74.93
NULL,Natalia,Tapia,3,193.02
NULL,Jaylin,Lane,3,162.84
NULL,Jaylan,Gates,3,65.22
NULL,Jabari,Rhodes,3,216.25
NULL,Elaina,Pugh,3,153.8
NULL,Azul,Powell,3,136.31
NULL,Jaylin,Montoya,3,202.03
NULL,Troy,Ibarra,3,218.21
NULL,Penelope,Stone,3,173.67
NULL,Emanuel,Mueller,3,64.94
NULL,Alonso,Fuentes,3,210.26
NULL,Jaiden,Cohen,3,166.37
NULL,Kole,Travis,3,107.97
NULL,Ariel,Peck,3,174.3
NULL,Jayce,Mason,3,236.48
NULL,Mira,Powers,3,220.53
NULL,Elise,York,3,92.91
NULL,Ava,Bolton,3,139.74
NULL,Riley,Smith,3,148.49
NULL,Jefferson,Zhang,3,65.8
NULL,Nicolas,Mckay,3,226.68
NULL,Rowan,Quinn,3,73.95
NULL,Amari,Holden,3,87.69
NULL,Ryker,Poole,3,87.38
NULL,Sonny,Leblanc,3,215.08
NULL,Tyson,Glover,3,92.74
NULL,Jaylyn,Pugh,3,108.15
NULL,Kaylie,Ramirez,3,177.46
NULL,Sawyer,Carpenter,3,102.54
NULL,Noel,Melton,3,133.58
NULL,Matias,Carr,3,242.08
NULL,Ezekiel,Holt,3,154.2
NULL,Quinn,Ingram,3,154.44
NULL,Fletcher,Hanna,3,224.15
NULL,Jovanny,Bullock,3,143.16
NULL,Emilio,Jacobson,3,213.04
NULL,Micheal,Quinn,3,155.55
NULL,Ryleigh,Olson,3,176.37
NULL,Jason,Buchanan,3,191.07
NULL,Shiloh,Donovan,3,66.66
NULL,Maryjane,Case,3,177.11
NULL,Molly,Carney,3,223.91
NULL,Julius,Duke,3,162.53
NULL,Cole,Reese,3,212.17
NULL,Evelyn,Villanueva,3,182.64
NULL,Makayla,Strickland,3,86.5
NULL,Morgan,Zavala,3,77.24
NULL,Dixie,Jefferson,3,195.26
NULL,Sydney,Novak,3,207.18
NULL,Roland,Jordan,3,133.02
NULL,Shyann,Stone,3,70.86
NULL,Lena,Cooley,3,194
NULL,Marco,Villegas,3,217.85
NULL,Jordyn,Newton,3,60.63
NULL,Maria,Taylor,3,78.13
NULL,Jazmyn,Mitchell,3,100.3
NULL,Kenneth,Berg,3,157.85
NULL,Colin,Gilmore,3,215.12
NULL,Alison,Armstrong,3,172.64
NULL,Kara,Reilly,3,191.86
NULL,Peter,Sloan,3,117.16
NULL,Shaun,Waters,3,125.88
NULL,Kamren,Colon,3,84.06
NULL,Amelie,Gates,3,216.19
NULL,Zoey,Daniel,3,88.8
